Adjetivo,Frequência,Categoria
calmaria,1,
zero-bala,1,
habilidosa,1,
farta,1,
intravenosa,1,
insegurança,1,
desconfiança,1,
socialite,1,
racionais,1,
multa,1,
vingativa,1,
frenética,1,
clientes,1,
cegonha,1,
escolha,1,
mato,1,
ibope,1,
solteiro,1,
passarela,1,
tradicional,1,
coxão,1,
mosca,1,
muriçoca,1,
criatura,1,
sertãs,1,
delicinha,1,
decem,1,
thalia,1,
brabas,1,
julieta,1,
roleta,1,
brincadeiras,1,
incomparável,1,
perfeitinha,1,
contaminada,1,
matilde,1,
faiz,1,
mulher-home,1,
travesti,1,
pobres,1,
menorzin,1,
garotão,1,
empinadinha,1,
marrento,1,
canditada,1,
clássica,1,
sambadeira,1,
picon,1,
rapazes,1,
sarra,1,
vip,1,
hoii,1,
invento,1,
visita,1,
viciante,1,
peixão,1,
quantia,1,
paulinha,1,
aeromoça,1,
enxuta,1,
todinha,1,
verdinha,1,
tentaçao,1,
cheiro,1,
atoas,1,
involucra,1,
molhadinhos,1,
calminha,1,
desdita,1,
forrorea,1,
vazio,1,
largo,1,
playback,1,
monarquia,1,
enciumada,1,
chorona,1,
gandaia,1,
acesa,1,
eletricista,1,
garantida,1,
lutas,1,
cristã,1,
serenata,1,
contratos,1,
raposa,1,
exerções,1,
bebê,1,
trampo,1,
purpurina,1,
foliona,1,
valentona,1,
champpamgni,1,
socada,1,
cortesia,1,
cão,1,
calça,1,
saborosa,1,
trabalhadores,1,
afogada,1,
teresa,1,
insistência,1,
assustada,1,
sentarao,1,
inveja,1,
meiguinha,1,
luna,1,
zenunin,1,
ishet,1,
fur,1,
suvaqueira,1,
partes,1,
caymmi,1,
capricórnio,1,
demônio,1,
farol,1,
algema,1,
pae,1,
time,1,
loucos,1,
vaia,1,
pólvora,1,
mídia,1,
invejável,1,
fresca,1,
lobo-bolo,1,
magistrada,1,
eclipse,1,
consciente,1,
quereno,1,
propagandoa,1,
hahahaha,1,
sabias,1,
hip-hop,1,
gin,1,
tablatura,1,
parafina,1,
livros,1,
cortante,1,
encrusta,1,
tremer,1,
rueira,1,
ascese,1,
infinita,1,
maliciosa,1,
ati,1,
agaxa,1,
sinuca,1,
madeira,1,
navucha,1,
sofredor,1,
sertãzinho,1,
seresteira,1,
lalalalaralala,1,
candeeiro,1,
taberna,1,
míranos,1,
tierna,1,
relevo,1,
mística,1,
abras,1,
crepitantes,1,
constante,1,
poetas,1,
garrida,1,
antártica,1,
balanço,1,
diabo,1,
questionada,1,
moral,1,
dominadora,1,
aiaiai,1,
arassa,1,
animadadança,1,
roleira,1,
piradas,1,
afoita,1,
garrafa,1,
indireta,1,
ísca,1,
bolosa,1,
sequência,1,
incontrolável,1,
ahn,1,
acelerada,1,
impostor,1,
graduada,1,
quado,1,
incomparavel,1,
mane,1,
vinheta,1,
divinas,1,
agenda,1,
automóveis,1,
gostosin,1,
catucada,1,
abacaxi,1,
arrochada,1,
enlouquecida,1,
sex,1,
transitória,1,
zarôia,1,
vício,1,
comportas,1,
calientes,1,
violência,1,
marginais,1,
geradora,1,
cartas,1,
brancos,1,
crazy,1,
breteira,1,
zueira,1,
tigresa,1,
desquitada,1,
confiança,1,
paloma,1,
conselheira,1,
arrumadeira,1,
cozinheira,1,
faceiras,1,
delírio,1,
hinaus,1,
colírio,1,
açucarada,1,
sublime,1,
cuidadosa,1,
tratada,1,
trovão,1,
sabida,1,
vadiagem,1,
sub-12,1,
adolescentes,1,
aparatam,1,
tarde,1,
dedo,1,
städtele,1,
caseira,1,
sianinha,1,
caô,1,
redenção,1,
nação,1,
mangueira,1,
batucadas,1,
famosas,1,
tamoios,1,
xica,1,
matas,1,
soberanas,1,
eldorado,1,
irmandade,1,
atotô,1,
auê,1,
mangueirense,1,
bonequinha,1,
povão,1,
tudom,1,
ra,1,
giesta,1,
enturmada,1,
rosana,1,
tumba,1,
desamor,1,
dimensão,1,
sambista,1,
inseparável,1,
tampa,1,
roceira,1,
xiruazita,1,
gaita,1,
traço,1,
fiasco,1,
pequenininha,1,
campeira,1,
alevantar,1,
dotora,1,
ritmo,1,
luka)nossa,1,
pucha,1,
ala,1,
vendavais,1,
parede,1,
fronteiriça,1,
laranjeira,1,
desleal,1,
claro,1,
batê,1,
disconfia,1,
sarilho,1,
atual,1,
cantores,1,
barbada,1,
vocês,1,
varicela,1,
barbeiras,1,
solteironas,1,
faladeiras,1,
arvoredo,1,
adeus,1,
gritá,1,
semana,1,
raimunda,1,
inconsequência,1,
tosada,1,
riograndense,1,
emboca,1,
maneias,1,
sovéus,1,
chilenas,1,
retornão,1,
boêmia,1,
upapapapa,1,
veínha,1,
comprida,1,
fraquejô,1,
drumia,1,
andô,1,
cortada,1,
reboleia,1,
rapariga,1,
firmina,1,
vaquiano,1,
tchanga,1,
cinoquinha,1,
troquemo,1,
carrapato,1,
versátil,1,
tiete,1,
melena,1,
marca,1,
c'ao,1,
maruca,1,
fascinação,1,
apagada,1,
mestiça,1,
tristezas,1,
antigas,1,
princesas,1,
pertin,1,
brancas,1,
sla,1,
ansiosa,1,
tomui,1,
butequeira,1,
baia,1,
honra,1,
cobiçado,1,
gratidão,1,
amistosa,1,
prisioneiro,1,
satanás,1,
censura,1,
pertinho,1,
dispensados,1,
impiedoso,1,
usada,1,
enamorada,1,
tomô,1,
perdiz,1,
botá,1,
reclamação,1,
fizero,1,
ligado,1,
trenzim,1,
laço,1,
gostosona,1,
criação,1,
ligria,1,
alinhamento,1,
capacidade,1,
irreal,1,
existente,1,
pais,1,
velhos,1,
ação,1,
pálida,1,
acolhida,1,
sanat,1,
conceição,1,
búfalo,1,
palavras,1,
coladera,1,
louraça,1,
ess,1,
cordâ,1,
dêss,1,
bedjice,1,
tchà,1,
liviá,1,
tentá,1,
êss,1,
cora,1,
presunçosa,1,
lindia,1,
criticada,1,
belzebu,1,
perdedor,1,
branquinhas,1,
levantô,1,
ousadas,1,
fazendeira,1,
mudo,1,
calejada,1,
verdadeiro,1,
dvd,1,
dizêno,1,
comunhão,1,
colcha,1,
tropicalista,1,
piratas,1,
sinhasinha,1,
fujona,1,
times,1,
lições,1,
pensô,1,
yaô,1,
parecidas,1,
sansão,1,
dindinha,1,
apassionata,1,
simbora,1,
ciência,1,
noivinha,1,
africana,1,
clareia,1,
glorificada,1,
titila,1,
aurora,1,
compreendê,1,
formosas,1,
delelá,1,
acompanhô,1,
apôis,1,
contrariada,1,
credo,1,
blindada,1,
lourdinha,1,
terceira,1,
abandonada,1,
birrenta,1,
certinha,1,
altaneira,1,
cadeia,1,
matadeira,1,
casado,1,
lairê,1,
mandô,1,
remédio,1,
lembrança,1,
bobagem,1,
privilegiada,1,
realidade,1,
corista,1,
parteira,1,
cordeira,1,
palhaço,1,
marruda,1,
comprada,1,
conservada,1,
guapa,1,
raçuda,1,
possante,1,
bruto,1,
nitroglicerina,1,
manipuladora,1,
ninja,1,
ganja,1,
birita,1,
hann,1,
costa,1,
haha,1,
causo,1,
chavosa,1,
tortura,1,
old,1,
gold,1,
epifania,1,
inquieto,1,
gatona,1,
trança,1,
carai,1,
relax,1,
whisky,1,
troféu,1,
promissora,1,
ganguera,1,
assassinada,1,
merda,1,
missão,1,
infiéis,1,
mortal,1,
sacanagem,1,
serenas,1,
percebida,1,
florido,1,
8x,1,
saco,1,
neblina,1,
zuada,1,
volantes,1,
nítida,1,
peste,1,
damassa,1,
perva,1,
pussy,1,
sólida,1,
pontual,1,
hype,1,
complicação,1,
didática,1,
mel,1,
feiosa,1,
contato,1,
elástica,1,
turva,1,
lk,1,
constelação,1,
eleita,1,
errado,1,
esmurrada,1,
esqueléticas,1,
sativa,1,
cannabis,1,
puto,1,
detalhista,1,
gremista,1,
zumbi,1,
cabaço,1,
ocupada,1,
crescidinha,1,
paranormal,1,
escrota,1,
britânica,1,
herdeira,1,
voga,1,
pró,1,
segurança,1,
gringa,1,
tata,1,
conectada,1,
múmia,1,
infame,1,
aceite,1,
ok,1,
tchus,1,
casinha,1,
trouxa,1,
confortável,1,
surtada,1,
regra,1,
rei,1,
adrenalina,1,
exagerada,1,
frenético,1,
templo,1,
livres,1,
baionetas,1,
caladas,1,
ogiva,1,
farani,1,
estuprador,1,
paciente,1,
novos,1,
éee,1,
excesso,1,
periférica,1,
ângulo,1,
lupita,1,
grito,1,
sério,1,
capricorniana,1,
experientes,1,
escorpiana,1,
provida,1,
bandido,1,
malak,1,
esteril,1,
alô,1,
positivo,1,
responsa,1,
valiosa,1,
vegetariana,1,
kaiser,1,
enferrujar,1,
tripa,1,
nuclear,1,
matte,1,
bóia,1,
vâmo,1,
medalha,1,
curto,1,
combatente,1,
assalaiado,1,
microfone,1,
melhora,1,
acuada,1,
sensíveis,1,
cegueira,1,
definição,1,
zoada,1,
single,1,
hihihihihihi,1,
perambula,1,
violentada,1,
protesto,1,
iolanda,1,
gira,1,
nigga,1,
qrê,1,
tesas,1,
excencial,1,
chapaaaada,1,
taxada,1,
nu,1,
pé,1,
cagueta,1,
categoria,1,
quinta,1,
rappers,1,
esqueiro,1,
novidade,1,
mecânica,1,
juntos,1,
soldado,1,
leta,1,
vamo,1,
chifra,1,
thururu,1,
thururuu,1,
casual,1,
barbariza,1,
hum,1,
rub,1,
compositor,1,
justiceira,1,
barriga,1,
superpoderosas,1,
poluída,1,
estradas,1,
ondas,1,
surfei,1,
carruagem,1,
branda,1,
strip,1,
brasileiras,1,
torvick,1,
forbes,1,
activa,1,
cabra,1,
imatura,1,
medicinal,1,
herói,1,
miguelense,1,
intrigado,1,
cremosa,1,
independentes,1,
méqui,1,
altas,1,
suburbano,1,
feira,1,
ein,1,
afrodescendente,1,
refém,1,
encarnação,1,
qual,1,
matemática,1,
reinaldo,1,
heim,1,
purdença,1,
desempregada,1,
parente,1,
cumpade,1,
engrupia,1,
mexicana,1,
longue,1,
preocupada,1,
raras,1,
voltamo,1,
vingança,1,
velório,1,
penetrante,1,
problemas,1,
oba,1,
bagunço,1,
hélião,1,
pregador,1,
véu,1,
canga,1,
início,1,
suco,1,
taça,1,
vemelho,1,
flamengo,1,
baile,1,
sequêncial,1,
fast,1,
norte,1,
brabona,1,
persistentes,1,
salve,1,
pretas,1,
mestre,1,
álcool,1,
carrão,1,
engraviou,1,
gesticula,1,
links,1,
ladrão,1,
segunda,1,
tiros,1,
idai,1,
talento,1,
peça,1,
grita!2x,1,
distinta,1,
resplendente,1,
transviada,1,
caminhais,1,
lésbica,1,
livro,1,
miscigenação,1,
míssil,1,
bengala,1,
pasmado,1,
ignorada,1,
debruçada,1,
leve,1,
tida,1,
distantes,1,
lesada,1,
torturada,1,
velhinha,1,
interrompida,1,
secretos,1,
baianinha,1,
cachos,1,
dentista,1,
instantanea,1,
naya,1,
mesmas,1,
temporã,1,
manos,1,
figura,1,
descambe,1,
comadre,1,
puras,1,
rostinho,1,
avozinha,1,
restaurante,1,
jovens,1,
judias,1,
concubinato,1,
urbana,1,
jambalaya,1,
grilada,1,
comportada,1,
filhinho,1,
rosto,1,
desfalecida,1,
nair,1,
gerias,1,
fidalga,1,
isabela,1,
responsável,1,
louquinhas,1,
lamento,1,
dinorá,1,
paulista,1,
loteria,1,
molhadina,1,
palma,1,
competente,1,
engrote,1,
despida,1,
skate,1,
piradinha,1,
conduzida,1,
biônica,1,
médica,1,
folgazã,1,
bruxas,1,
fasildade,1,
rezadeiras,1,
insemina,1,
embrasa,1,
fechandoo,1,
complexoo,1,
noo,1,
ango,1,
gosto,1,
dragão,1,
aneun,1,
sapiência,1,
descoberta,1,
provações,1,
mamacita,1,
urucubaca,1,
keka,1,
bizão,1,
aderiva,1,
bafora,1,
porra,1,
respondonas,1,
facilitadora,1,
acusada,1,
algodão,1,
esplendor,1,
vertiqualidade,1,
igualdade,1,
anjos,1,
pr`essa,1,
cantaria,1,
thereza,1,
resistentes,1,
inútil,1,
palmeira,1,
maresia,1,
umbanda,1,
tv,1,
moreno,1,
apressada,1,
dócil,1,
social,1,
inutilidade,1,
orquídea,1,
desirée,1,
aurá,1,
sonhadora,1,
beca,1,
mambembe,1,
belo,1,
balduíno,1,
f?il,1,
delê,1,
cigano,1,
ciclana,1,
adolescente,1,
sofá,1,
afamada,1,
decisão,1,
importantes,1,
interesante,1,
cafusa,1,
suadinha,1,
etica,1,
perdido,1,
correnteza,1,
pacero,1,
porto,1,
zika(2x,1,
zika(4x,1,
barraqueira,1,
lobo,1,
amostra,1,
gambiarra,1,
extrovertida,1,
falcão,1,
ouou,1,
empecilho,1,
notada,1,
parado,1,
beijoqueiro,1,
espuma,1,
heein,1,
enfrente,1,
vítima,1,
maridos,1,
dexa,1,
flexiona,1,
febris,1,
idiota,1,
predadora,1,
lady,1,
ócio,1,
surpreendente,1,
destino,1,
motores,1,
ficha,1,
sin,1,
ilegales,1,
amizade,1,
natalia,1,
familia,1,
xereca,1,
espera,1,
revoltada,1,
planta,1,
stronda,1,
elitizada,1,
cidreira,1,
can'tá,1,
afobada,1,
classe,1,
cuíca,1,
prosperidade,1,
fazendera,1,
quilates,1,
piratininga,1,
inocentes,1,
baronesa,1,
ritmado,1,
terras,1,
vargo,1,
dominga,1,
ficá,1,
fuleira,1,
inviolável,1,
sinhazinha,1,
insinuante,1,
pulseiras,1,
prodígio,1,
ngalami,1,
mukonda,1,
particular,1,
procura,1,
aiue,1,
machucada,1,
sambanejo,1,
deputada,1,
horizontes,1,
laialaialaia,1,
malcriada,1,
cheot,1,
shipeun,1,
cananéia,1,
atenciosa,1,
nege,1,
escorpião,1,
mobília,1,
lacradona,1,
costura,1,
aliança,1,
adalgisa,1,
parceiro,1,
barreira,1,
graias,1,
frisson,1,
clínica,1,
corpão,1,
iludida,1,
caipirinha,1,
láiá,1,
gracinha,1,
bem-vinda,1,
professor,1,
besteira,1,
sózinha,1,
roubada,1,
trabalhadeira,1,
tiririca,1,
golfeira,1,
loucutor,1,
líður,1,
precipitada,1,
arrasada,1,
beijos,1,
ótima,1,
molhadinho,1,
dificil,1,
jaca,1,
palhaça,1,
mental,1,
usguenta,1,
piveta,1,
apaz,1,
gina,1,
robot,1,
bailão,1,
granfina,1,
envergonhado,1,
tulipa,1,
cabelos,1,
indecentes,1,
sossegado,1,
bavaria,1,
possuída,1,
porreta,1,
amassadinha,1,
desandei,1,
vitoriosa,1,
formosura,1,
mariana,1,
bobo,1,
roxa,1,
papapa,1,
tetéo,1,
tihuana,1,
peão,1,
desavença,1,
palmeada,1,
facinha,1,
safadinhas,1,
refúgio,1,
incompleta,1,
presidente,1,
modernista,1,
capitu,1,
explosivas,1,
libanesa,1,
mato-grossense,1,
tini,1,
eas,1,
avontade,1,
indiscreta,1,
ha,1,
careca,1,
red,1,
bundão,1,
telepática,1,
telepata,1,
vinho,1,
banheira,1,
crente,1,
comportadinha,1,
sinceridade,1,
durmi,1,
topo,1,
mocinho,1,
ferro,1,
gaiteiro,1,
cereja,1,
vidrada,1,
autoria,1,
búzio,1,
telepatia,1,
rio,1,
aureas,1,
leis,1,
swíngar,1,
badauê,1,
brígida,1,
concessa,1,
vanjú,1,
brasileiro,1,
tahu,1,
datilógrafa,1,
força,1,
jezabel,1,
return,1,
incerte,1,
premissa,1,
melissa,1,
figurativa,1,
oligarquia,1,
fáceis,1,
substância,1,
paladar,1,
batalha,1,
palestina,1,
incrivel,1,
tímidas,1,
grude,1,
bruta,1,
loucuras,1,
bronca,1,
fechadas,1,
maiorais,1,
saciada,1,
morôcha,1,
concordada,1,
chorus,1,
chumbo,1,
rápida,1,
operárias,1,
frias,1,
economista,1,
habemus,1,
nutricionista,1,
arquiteta,1,
hooi,1,
jornalista,1,
moldura,1,
proctologista,1,
quentes,1,
oooo,1,
mias,1,
falecida,1,
fatais,1,
arroz,1,
ingrato,1,
viço,1,
pantaneira,1,
swiga,1,
inezita,1,
defensora,1,
emudecida,1,
miúda,1,
tranqüila,1,
pojs,1,
malandrona,1,
iin,1,
jovelina,1,
empresária,1,
ledusha,1,
bagaceira,1,
cinderela,1,
traição,1,
nínguem,1,
oh!que,1,
creme,1,
janta,1,
curtida,1,
ohhhh,1,
frasista,1,
eta,1,
oração,1,
valsar,1,
ooooo,1,
africa-miami-rio,1,
cedinho,1,
duh,1,
isang,1,
baroa,1,
impiedosa,1,
sedutoras,1,
arnulfo,1,
hanbuhnman,1,
leite,1,
rede,1,
porraa!!!!!!!!!!!!!111111,1,
noix,1,
tuim,1,
fama,1,
longa,1,
bárbara,1,
ostentação,1,
malandras,1,
sem-vergonhas,1,
pessoas,1,
serenatas,1,
ani,1,
preferencia,1,
unidunitê,1,
sopinha,1,
rabada,1,
cabra-cega,1,
lasanha,1,
breca,1,
dono,1,
esguia,1,
caçamba,1,
chiquê,1,
maneirona,1,
arrochei,1,
praias,1,
marcha,1,
cuel,1,
mancha,1,
poeta,1,
shiu,1,
nanananana,1,
tornastes,1,
riqueza,1,
rumbero,1,
rumba,1,
agadê,1,
antiga,1,
imprevisivel,1,
funagô,1,
lanunlare,1,
uuooaah,1,
transformada,1,
atleta,1,
primitiva,1,
macio,1,
solidao,1,
atitude,1,
tatiana,1,
luar,1,
mini-xotas,1,
fortes,1,
tura,1,
intertextual,1,
sonhador,1,
dadinho,1,
almas,1,
bruxa,1,
queijo,1,
frigideira,1,
clichê,1,
sozinho,1,
filme,1,
peladinha,1,
sestrosa,1,
incansável,1,
descarada,1,
faísca,1,
pintura,1,
bonito,1,
eras,1,
ensino,1,
pressão,1,
fúria,1,
curado,1,
cabeleireiro,1,
internacional,1,
moçinha,1,
desinibida,1,
vish,1,
coqueta,1,
cafe,1,
jornal,1,
empregadinha,1,
tarraca,1,
impossivél,1,
esperientes,1,
estantadinha,1,
bancada,1,
bombada,1,
agenti,1,
mini,1,
nervosas,1,
díficil,1,
limpeza,1,
periculosidade,1,
xodó,1,
freteêra,1,
feio,1,
sujeira,1,
aperto,1,
canário,1,
orginal,1,
margareth,1,
super-homem,1,
gokigen,1,
icky,1,
orla,1,
esocara!!!(bis,1,
exata,1,
artuzinho,1,
maneta,1,
gatas,1,
mané,1,
branquinha,1,
giovventu,1,
calango,1,
suicidio,1,
larguinha,1,
sensuais,1,
bronqueou,1,
claros,1,
disco,1,
docinha,1,
sofendo,1,
cavaleiro,1,
raio,1,
escravos,1,
tagarelas,1,
roba,1,
semente,1,
rep,1,
estudiosa,1,
ralé,1,
inteiro,1,
empolgante,1,
empoderada,1,
beyonce,1,
tinhosa,1,
porsa,1,
mou,1,
reclusa,1,
beque,1,
n,1,
sobrevivo,1,
espeto,1,
simplesinha,1,
semanas,1,
gordin,1,
comandante-chefe,1,
passiva,1,
empregada,1,
aparecida,1,
dose,1,
folgada,1,
adofiaba,1,
estrelinha,1,
estandarte,1,
imensas,1,
vidas,1,
bololô,1,
bandeira,1,
vié,1,
colossal,1,
penas,1,
tostadinha,1,
naturais,1,
lalá,1,
companherada,1,
adultos,1,
pronto,1,
bahiana,1,
ganas,1,
formigas,1,
musica,1,
muchacha,1,
fervorosa,1,
bonitona,1,
devolta,1,
analista,1,
tiu-rá,1,
caladinha,1,
passarada,1,
esforço,1,
aérea,1,
enorme,1,
divórcio,1,
uirulare,1,
minhã,1,
famosinha,1,
capas,1,
lonlonlon,1,
príncipe,1,
interfona,1,
pizza,1,
rebolada,1,
durona[durona,1,
comilona,1,
matreira,1,
espelho,1,
manina,1,
bug-ug,1,
gamado,1,
silene,1,
retraída,1,
cinema,1,
mochila,1,
demaaaaaaais,1,
transportada,1,
cantigue,1,
devegar,1,
duela,1,
tortuosa,1,
cabeleireira,1,
elo,1,
favos,1,
cantina,1,
consequência,1,
lúcida,1,
ventura,1,
proposta,1,
anjinho,1,
doída,1,
porretas,1,
olerê,1,
casadoura,1,
gaga,1,
morna,1,
neta,1,
anagrom,1,
misária,1,
allontanerai,1,
caidinha,1,
chiquitita,1,
jamaicana,1,
desbocada,1,
curtição,1,
dog,1,
marmita,1,
lanchada,1,
botada,1,
área,1,
carmem,1,
iyadagan,1,
risadas,1,
aguenda,1,
mona,1,
heyy,1,
numero,1,
problematica,1,
sambada,1,
atlantida,1,
titio,1,
ivete,1,
elevada,1,
radama,1,
parceiros,1,
problemática,1,
desencana,1,
ham,1,
universal,1,
símbolo,1,
ivato,1,
abriressa,1,
pontuda,1,
hoooi,1,
saracoteia,1,
alegres,1,
cabeçuda,1,
falsas,1,
inflável,1,
besta,1,
perninha,1,
twistar,1,
encurta,1,
maldição,1,
mimosas,1,
garbosa,1,
catedral,1,
áurea,1,
nude,1,
famintas,1,
jure,1,
arminda,1,
atévela,1,
colombinas,1,
sundown,1,
crioula,1,
brasileirinha,1,
marcada,1,
deus,1,
ceguinha,1,
mamãezinha,1,
aconchegada,1,
eaquela,1,
casadinho,1,
guardadas,1,
sincero,1,
fiorino,1,
recoca,1,
árvore,1,
amiguinha,1,
verdadeira/,1,
suburbana,1,
silika,1,
yeah,1,
abelhinha,1,
buzina,1,
chapeuzinho,1,
bandolera,1,
biscateira,1,
lelé,1,
alana,1,
fedida,1,
atrais,1,
dark,1,
"byahabak!""(árabe",1,
yassua,1,
perfumadas,1,
cuatro,1,
dom,1,
eternal,1,
azarolha,1,
viável,1,
parecida,1,
tiene,1,
bandeirante,1,
injusta,1,
robô,1,
esporreta,1,
eliana,1,
verdura,1,
eita,1,
pedaço,1,
absurdo,1,
copa,1,
violão,1,
mingus,1,
ierê,1,
condução,1,
craque,1,
predestinada,1,
travessa,1,
queda,1,
laranja,1,
cochile,1,
gingam,1,
cheirosinha,1,
dançadeiras,1,
adivinhação,1,
guilhermina,1,
laio,1,
teúda,1,
abenção,1,
gloriosa,1,
viuva,1,
sinfonia,1,
d79,1,
em7,1,
facinho,1,
destruida,1,
tchucuntchun,1,
ecko,1,
chavona,1,
abatida,1,
iates,1,
encanto,1,
legais,1,
cachorro,1,
iniciada,1,
caôzeiras,1,
considerada,1,
froxa,1,
cativante,1,
aah,1,
elegantes,1,
aca,1,
desilusão,1,
uohh,1,
paraguaia,1,
edifício,1,
melancolia,1,
atualizada,1,
tema,1,
ppurpurina,1,
descolada,1,
velho,1,
igreja,1,
julgamente,1,
arroxa,1,
lanterna,1,
astronave,1,
prontinha,1,
camarada,1,
láctea,1,
brinquedinho,1,
coragem,1,
escondida,1,
ordem,1,
tostão,1,
locomotivas,1,
insônia,1,
prudentes,1,
valentes,1,
unha,1,
broxa,1,
gororoba,1,
linha,1,
frutinha,1,
doçura,1,
natal,1,
greta,1,
favo,1,
badia,1,
borralheira,1,
nanananananana,1,
cult,1,
emburrada,1,
apegada,1,
interior,1,
ratatata,1,
sorridentes,1,
cravo,1,
convertida,1,
argentina,1,
janaína,1,
andado,1,
frígida,1,
pilúlas,1,
d7,1,
levianas,1,
benedicta,1,
muscula,1,
apimentada,1,
apaixonado,1,
pretensão,1,
chiques,1,
ligeiras,1,
escangalha,1,
maestro,1,
maryane,1,
retrato,1,
gavião,1,
agigantada,1,
interessada,1,
perita,1,
traidora,1,
zika,1,
desengonçada,1,
baratinada,1,
galática,1,
adivinhona,1,
cangaceira,1,
pirritota,1,
tatá,1,
sensata,1,
praianas,1,
tião,1,
anã,1,
fascinadas,1,
maluquete,1,
dorotéia,1,
trenzin,1,
exemplar,1,
bonança,1,
bunda,1,
veloz,1,
psicopata,1,
tanta,1,
largada,1,
treiteira,1,
satisfeita,1,
janeleira,1,
ai,1,
ousadia,1,
grana,1,
rocha,1,
pousada,1,
presença,1,
vivias,1,
dominó,1,
manfredini,1,
casô,1,
chicos,1,
susana,1,
nandinha,1,
close,1,
cobiça,1,
xurpresa,1,
barulho,1,
engulo,1,
peixe,1,
sofrimento,1,
havaiana,1,
velhas,1,
rasteira,1,
gagueja,1,
pirado,1,
cartinha,1,
mundana,1,
garrote,1,
bonitão,1,
engracadinha,1,
aoo,1,
tavalinda,1,
bangula,1,
tremula,1,
cose,1,
latino,1,
elizabeth,1,
cicatriz,1,
olê,1,
modal,1,
t'tudo,1,
espacial,1,
devota,1,
macumba,1,
destinos,1,
cantora,1,
beijo,1,
ooooh,1,
cultura,1,
resto,1,
folho,1,
libidinosa,1,
superelegante,1,
dançarinas,1,
suficiente,1,
admiração,1,
choros,1,
conservadora,1,
cena,1,
mira,1,
foco,1,
vagabunda,1,
noites,1,
fazendinha,1,
sussu,1,
cidadã,1,
cumeno,1,
xonada,1,
leal,1,
mulherada,1,
sussegada,1,
fogueira,1,
academia,1,
doméstica,1,
sjung,1,
ferio,1,
r.,1,
decepção,1,
isaura,1,
dora,1,
prontas,1,
suspense,1,
alzira,1,
mascaradas,1,
charutos,1,
justiça,1,
zanza,1,
melancólica,1,
ganância,1,
arco-íris,1,
liberal,1,
juncada,1,
matéria,1,
fatura,1,
insensível,1,
jeitoza,1,